Mot,Commune,Voisin_1,Commune_1,Insertions_1,Suppressions_1,Substitutions_1,Voisin_2,Commune_2,Insertions_2,Suppressions_2,Substitutions_2,Voisin_3,Commune_3,Insertions_3,Suppressions_3,Substitutions_3
éndoun,Naujan-et-Postiac,aléïdoun,Grignols-bis,"{'a': 1, 'l': 1}",{},"{('n', 'ï'): 1}",èndoun,Moulon,{},{},"{('é', 'è'): 1}",,,,,
endoun,Nérigean,ondoûn,Saint-Germain-du-Puch,{},{},"{('e', 'o'): 1, ('u', 'û'): 1}",,,,,,,,,,
ondoûn,Saint-Germain-du-Puch,endoun,Nérigean,{},{},"{('o', 'e'): 1, ('û', 'u'): 1}",,,,,,,,,,
endoun,Saint-Quentin-de-Baron,oleydoun,Salles,"{'o': 1, 'l': 1}",{},"{('n', 'y'): 1}",,,,,,,,,,
enfoun,Tizac-de-Curton,,,,,,,,,,,,,,,
odoun,Béguey,oleïdoun,Sendets,"{'l': 1, 'e': 1, 'ï': 1}",{},{},enndounn,Gabarnac,"{'e': 1, 'n': 2}",{},"{('o', 'n'): 1}",,,,,
oleydoun,Cadillac,olendoun,Cardan,{},{},"{('y', 'n'): 1}",oleydoun,Capian,{},{},{},,,,,
oleydoun,Capian,oleïdoun,Saint-Michel-de-Fronsac,{},{},"{('y', 'ï'): 1}",oleydoun,Cadillac,{},{},{},,,,,
olendoun,Cardan,oleïdoun,Lerm-et-Musset,{},{},"{('n', 'ï'): 1}",oleydoun,Cadillac,{},{},"{('n', 'y'): 1}",éndoun,Donzac,{},"{'l': 1, 'e': 1}","{('o', 'é'): 1}"
éndoun,Donzac,enndounn,Gabarnac,{'n': 2},{},"{('é', 'e'): 1}",olendoun,Cardan,"{'o': 1, 'l': 1}",{},"{('é', 'e'): 1}",,,,,
enndounn,Gabarnac,éndoun,Donzac,{},{'n': 2},"{('e', 'é'): 1}",odoun,Béguey,{},{'n': 3},"{('e', 'o'): 1}",oléïdoûn,Marions,{'o': 1},{'n': 1},"{('e', 'l'): 1, ('n', 'é'): 1, ('n', 'ï'): 1, ('u', 'û'): 1}"
endoun,Langoiran-bis,,,,,,,,,,,,,,,
ëndoun,Langoiran,oleydoun,Blanquefort-bis,"{'o': 1, 'l': 1}",{},"{('ë', 'e'): 1, ('n', 'y'): 1}",,,,,,,,,,
indoun,Lestiac-sur-Garonne,,,,,,,,,,,,,,,
eindoun,Loupiac,indoun,Monprimblanc,{},{'e': 1},{},,,,,,,,,,
indoun,Monprimblanc,eindoun,Loupiac,{'e': 1},{},{},,,,,,,,,,
endoun,Omet,eindoun,Paillet,{'i': 1},{},{},oleydoun,Caychac,"{'o': 1, 'l': 1}",{},"{('n', 'y'): 1}",,,,,
eindoun,Paillet,endoun,Rions,{},{'i': 1},{},endoun,Omet,{},{'i': 1},{},,,,,
